NAME,fulldate,BHRET3,Obs,rMVOP,rMVMP
VIASOFT,19950301,575,977,92.963,92.963
Software Artistry,19950302,17.626,978,137.232,203.398
P-COM,19950302,236.96,979,167.867,264.391
DSP Communications,19950307,542.5,980,117.083,117.083
EqualNet Holdings,19950308,-77.793,981,93.6282,94.735
Tivoli Systems,19950310,54.065,982,300.164,659.288
National Instruments,19950313,149.82,983,443.161,611.26
Palmer Wireless,19950314,16.74,984,480.154,505.43
Continental Circuits,19950315,106.59,985,109.523,118.703
SDL,19950315,23.245,986,149.852,262.241
ASM Lithography Holding,19950315,754.444,987,870.21,1087.76
LifeRate Systems,19950316,-73.864,988,16.9794,18.6773
Remedy,19950317,62.96,989,261.338,386.326
CATS Software,19950320,-64.81,990,101.155,118.015
Datastream Systems,19950329,281.609,991,79.0221,114.582
ACT Manufacturing,19950330,-26.786,992,151.311,176.53
Periphonics Corp,19950331,58.077,993,123.573,143.433
Renaissance Solutions,19950403,180.2,994,113.642,124.569
Mustang Software,19950405,-71.212,995,31.9575,40.5615
Premisys Communications,19950405,59.77,996,274.623,600.738
Open Environment,19950413,-82.081,997,154.023,222.101
ANADIGICS,19950420,64.326,998,134.469,163.941
Shared Technologies Cellular,19950421,30.435,999,23.3737,25.5998
PACE Health Management,19950427,-95.349,1000,30.4134,32.7248
Performance Systems,19950501,-9.34,1001,569.979,724.35
ACT Networks,19950502,-15.657,1002,136.172,179.432
Firefox Communications,19950504,-74.554,1003,177.602,276.27
Electropharmacology,19950512,-78.409,1004,21.0887,23.1975
AG Associates,19950515,-80.585,1005,90.4374,132.614
Interactive Group,19950523,116.67,1006,41.2705,42.8578
Maxis,19950524,-35,1007,254.324,317.905
VideoServer,19950524,-67.202,1008,307.552,492.988
NexGen ,19950524,-43.868,1009,727.966,1286.07
Number Nine Visual Technology,19950525,-86.29,1010,187.073,236.959
UUNet Technologies,19950525,119.23,1011,581.417,1079.78
FEI,19950601,-20.46,1012,97.311,112.676
Med-Design,19950606,-65.079,1013,34.7542,39.1233
ArcSys,19950606,-2.649,1014,180.47,367.882
TranSwitch,19950614,39.726,1015,142.754,144.816
MySoftware,19950615,-65.385,1016,67.9892,80.351
Datalogix International,19950615,-66.93,1017,270.568,381.978
Eagle Point Software,19950616,-52.899,1018,93.549,124.132
HNC Software,19950620,230.943,1019,138.135,214.602
CP Clare,19950620,-46.556,1020,138.999,172.707
VidaMed,19950621,-33.019,1021,87.1499,88.893
HighwayMaster Communications,19950622,-79.798,1022,637.179,637.18
Microfield Graphics,19950623,-37.097,1023,25.2625,32.6307
Spyglass,19950627,-14.286,1024,131.498,209.856
Paradigm Technology,19950628,-99.68,1025,134.935,187.946
InStent,19950628,52.62,1026,184.413,202.145
Inference,19950629,-72.48,1027,110.404,141.818
Telesoft,19950630,-45.07,1028,33.2965,49.2788
Dendrite International,19950630,133.33,1029,225.702,251.074
Seer Technologies,19950630,-91.566,1030,299.352,345.087
Discreet Logic,19950630,-29.55,1031,387.116,608.325
Legato Systems,19950706,455.56,1032,222.513,316.203
MIDCOM Communications,19950706,-99.18,1033,232.83,322.786
Novadigm,19950714,-82.16,1034,378.014,582.898
PixTech,19950718,-56.94,1035,112.899,106.957
Unison Software,19950720,85.37,1036,98.149,133.592
Integrated Measurement Systems,19950720,-41.614,1037,107.954,132.489
IMNET Systems,19950720,-6.429,1038,144.789,211.15
MiniMed,19950724,331.76,1039,216.542,204.049
RSI Systems,19950725,-61.429,1040,29.712,43.9738
Across Data Systems,19950727,21.43,1041,47.7165,60.7301
GSE Systems,19950727,-79.845,1042,86.6548,99.839
Cybex,19950727,61.58,1043,138.845,204.184
TelCom Semiconductor,19950727,-71.06,1044,192.765,317.495
Astea International,19950727,-90.06,1045,237.989,359.046
Percon Acquisition,19950728,-23.68,1046,37.775,53.1649
Smartflex Systems,19950731,-60.67,1047,109.295,141.173
Orion Network Systems,19950801,41.96,1048,221.631,221.631
ON Technology,19950801,-85.37,1049,222.475,272.606
Pure Software,19950801,-40.43,1050,385.903,675.33
Summit Medical Systems,19950804,-88.426,1051,94.3255,141.488
Netscape Communications,19950808,-13.937,1052,1597.98,3324.36
HPR,19950810,190.11,1053,164.338,186.215
Bureau of Electronic,19950811,-88.42,1054,20.3415,26.9729
Desktop Data,19950811,-72.22,1055,186.831,308.272
Vantive,19950814,25.69,1056,209.993,271.241
Euphonix,19950822,-88.571,1057,63.2763,69.208
Harbinger,19950822,30.165,1058,176.644,222.718
Plasma & Materials Tech,19950823,-98.44,1059,168.982,217.262
Com/Tech Communication,19950824,-99.074,1060,27.1758,55.0581
Computron Software,19950824,-95.783,1061,530.645,629.19
Computational Systems,19950828,105.318,1062,86.5632,98.682
Smith Micro Software,19950918,-89.62,1063,240.846,291.022
NetStar,19950919,72.5,1064,90.5004,129.286
Tel-Save Holdings,19950920,125.467,1065,252.804,294.172
Premenos Technology,19950920,-58.49,1066,277.993,409.267
General Scanning,19950921,-54.86,1067,171.669,189.551
PanAmSat,19950921,81.258,1068,2490.5,2417.25
Accom,19950926,-94.158,1069,84.4367,75.055
Mizar,19950928,-70.72,1070,61.1418,68.3349
Computer Management Sciences,19950928,98.423,1071,95.4535,115.908
DepoTech,19950928,-91.08,1072,190.163,221.857
Zycon,19950928,46.86,1073,193.38,197.409
CheckFree,19950928,-53.488,1074,827.042,987.86
Microwave Power Devices,19950929,-64.286,1075,87.9,96.141
Simware,19950929,-62.5,1076,98.36,98.36
LeCroy,19951005,2.125,1077,92.3829,92.383
ESS Technology,19951005,-82.024,1078,779.519,831.49
Vodavi Technology,19951006,-69.08,1079,38.1662,45.3541
Verity,19951006,-62.162,1080,176.222,271.675
Elantec Semiconductor,19951011,-61.207,1081,87.229,90.344
Logic Works,19951016,9.721,1082,177.845,222.306
ScanVec Co(1990),19951018,-65.245,1083,45.4091,46.2525
ADE,19951018,-44.118,1084,148.923,180.835
RadiSys,19951020,0,1085,105.744,132.18
Enterprise Systems,19951020,48.82,1086,172.448,229.033
DataWorks,19951026,-59.044,1087,107.814,118.18
Cooper & Chyan Technology,19951031,105.31,1088,192.429,247.184
Cardiometrics,19951102,-1.106,1089,88.1945,85.745
Clarify,19951103,25.281,1090,182.889,313.022
Perclose,19951106,71.6,1091,180.432,201.251
Arbor Software,19951106,-16.32,1092,269.348,621.876
Sandisk,19951107,-27.857,1093,322.373,539.975
Meta Software ,19951108,-35.1,1094,172.284,271.06
Medwave,19951109,163.175,1095,34.3616,35.255
Fractal Design,19951109,-41.736,1096,137.187,188.694
Visio,19951109,152.655,1097,310.205,504.083
Sync Research,19951109,-97.45,1098,402.201,884.842
ADAM Software,19951110,-80.208,1099,92.0313,92.031
Lumisys,19951114,-44.54,1100,73.1328,66.277
Applied Microsystems,19951114,-58.609,1101,94.7562,80.543
Photon Dynamics ,19951115,-66.47,1102,89.9613,119.948
Catalyst International,19951115,-16.82,1103,154.664,154.664
Advent Software,19951115,81.357,1104,181.241,213.965
Scopus Technology,19951116,30.443,1105,205.247,359.181
IDX Systems,19951116,78.213,1106,536.287,711.47
Secure Computing,19951117,-65.285,1107,151.891,458.047
Software 2000,19951117,-36.047,1108,156.138,152.59
Advanced Energy Industries,19951117,53.75,1109,308.661,308.661
Smart Modular Technologies,19951117,234.694,1110,311.887,318.384
Multimedia Concepts,19951120,-84.906,1111,21.1326,33.8122
Intevac Industries,19951121,21,1112,107.66,112.146
Silicon Storage Technology,19951121,-79.688,1113,300.499,400.666
Network Appliance,19951121,609.756,1114,320.85,487.217
Pixar,19951129,25,1115,1233.99,2187.53
Lernout en Hauspie,19951130,407.04,1116,231.057,336.083
Westell Technologies ,19951130,-47.768,1117,327.988,586.594
Objective Systems Integrators,19951130,-90.06,1118,852.002,1849.74
Benchmarq Microelectronics,19951201,57.35,1119,75.4299,80.144
BE Semiconductor Industries,19951204,-57.07,1120,468.507,527.25
Kinetiks.com,19951206,-87.07,1121,47.2902,71.4082
Spacetec IMC,19951206,-83.09,1122,102.784,131.05
Mecon,19951206,-51.038,1123,105.433,141.929
Citrix Systems,19951208,773.75,1124,259.854,519.709
Visioneer,19951211,-92.361,1125,322.962,484.443
AML Communications,19951212,-76.786,1126,42.2154,55.4078
Molecular Devices,19951212,57.827,1127,140.007,144.844
MetaTools,19951212,-81.897,1128,305.839,492.741
SQA,19951213,7.865,1129,179.574,249.72
SC & T International,19951214,-89.35,1130,37.0865,50.0667
Tollgrade Communications,19951214,3.879,1131,95.7055,115.644
Blonder Tongue Laboratories,19951214,-34.81,1132,110.213,114.621
TechForce,19951214,-37.209,1133,127.405,124.51
Triple P,19951214,-67.969,1134,338.635,338.635
GT Interactive Software,19951214,-64.224,1135,1216.35,1259.79
Zoran,19951215,-20.635,1136,129.325,150.879
Elcom International,19951219,-90.178,1137,358.768,464.77
DeltaPoint,19951220,-66.176,1138,17.7998,25.2163
Castelle,19951220,-86.207,1139,35.5746,36.8451
ForeFront Group,19951220,86.36,1140,55.084,56.8054
Celeritek,19951220,-64.84,1141,72.8801,77.739
Electrostar,19951220,55.259,1142,88.6691,88.669
AMISYS Managed Care Systems,19951220,51.181,1143,160.7,175.994
Red Brick Systems,19960122,-80.579,1144,285.171,479.247
Open Text,19960123,10.207,1145,338.24,496.085
Bell Technology Group,19960124,152.194,1146,30.3453,34.6803
Performance Technologies,19960124,158.14,1147,54.3819,56.0814
Omnipoint,19960126,-27.976,1148,1026.93,1347.84
Remec,19960201,253.254,1149,88.9938,94.556
Conceptus,19960201,-92.949,1150,181.712,253.099
Arthrocare,19960205,3.7,1151,173.108,208.719
Documentum,19960205,-29.31,1152,477.151,596.44
VocalTec,19960206,-20.74,1153,233.361,211.867
Raptor Systems,19960206,-37.661,1154,264.359,436.192
EndoVascular Technologies,19960207,71.25,1155,141.893,118.244
TresCom International,19960207,-25.289,1156,197.284,238.385
Rural Cellular,19960208,23.81,1157,119.832,125.824
CellularVision USA,19960208,-81.148,1158,342.24,347.944
Physician Support Systems,19960212,-7.692,1159,107.207,145.176
Digital Data Networks,19960213,-82.353,1160,14.4525,21.6788
Cotelligent Group,19960214,78.03,1161,79.7761,73.128
XeTel,19960214,-75.68,1162,97.447,112.673
VitalCom,19960214,-83.333,1163,140.443,151.679
Optical Sensors,19960214,-90.179,1164,153.013,164.783
Ultradata,19960215,-45.393,1165,105.41,96.239
SCB Computer Technology,19960215,37.405,1166,155.075,163.879
CyberCash,19960215,-50.664,1167,257.789,428.385
Iridex,19960216,-59.756,1168,81.2649,92.552
Gensym,19960216,-74.38,1169,85.9308,130.013
Cylink,19960216,-83.889,1170,532.29,798.44
Ultrafem,19960222,-99.219,1171,77.8596,93.432
Preferred Networks,19960226,-96.31,1172,205.586,208.259
Integrated Packaging Assembly,19960228,-97.243,1173,148.051,167.791
CSG Systems International,19960228,209.783,1174,546.343,837.73
OrCAD,19960229,-41.516,1175,96.0768,104.811
PowerCerv,19960301,-81.15,1176,275.523,300.123
Data Processing Resources,19960305,-2.704,1177,146.316,220.833
Premiere Technologies,19960305,-63.333,1178,529.813,772.64
Cytyc,19960308,18.846,1179,298.776,303.444
Forte Software,19960311,-86.826,1180,547.533,997.29
XYLAN,19960311,-38.083,1181,1492.05,3349.94
MindSpring Enterprises,19960314,3134.51,1182,57.6218,63.9602
Isocor,19960314,-45.81,1183,112.182,120.783
Innotech,19960314,38.339,1184,135.841,135.841
Prism Solutions,19960314,-90.738,1185,320.455,461.832
JDA Software Group,19960315,-28.34,1186,225.848,219.42
Individual,19960315,-65.87,1187,238.73,268.571
IDT,19960315,68.023,1188,297.218,319.509
Semiconductor Laser Intl,19960319,-93.182,1189,23.1297,25.4427
Gateway Data Sciences,19960319,-76.532,1190,26.884,25.4104
EuroMed,19960319,-60.714,1191,29.1974,31.4433
Elamex,19960319,-56.961,1192,94.9716,96.343
Logal Educational Software,19960320,-93.359,1193,65.1967,65.197
Smartserv Online,19960321,-67.29,1194,24.955,33.3898
Analogy,19960321,-53.173,1195,88.6936,90.231
Intelligent Medical Imaging,19960321,-91.4,1196,166.962,187.908
Workgroup Technology,19960321,-89.93,1197,169.537,203.445
PCD,19960327,-24.49,1198,89.7082,99.902
FemRx,19960327,-75.67,1199,112.76,117.52
Segue Software,19960328,-59.01,1200,166.842,199.284
KVH Industries,19960402,-71.074,1201,63.1682,73.47
Microware Systems,19960402,-81.22,1202,193.594,193.594
Arterial Vascular Engineering,19960402,263.931,1203,924.19,1414.02
Ansoft,19960403,-8.824,1204,92.556,92.556
Excite ,19960403,1260.12,1205,268.31,315.659
Sapient,19960403,357.673,1206,326.142,496.978
DecisionOne,19960403,6.63,1207,701.763,867.46
Praegitzer Industries,19960404,-41.026,1208,149.857,157.744
Worldtalk Communications,19960412,-56.25,1209,109.985,137.481
Yahoo!,19960412,3589.77,1210,486.845,1235.84
Walsh International,19960416,22.456,1211,179.419,211.266
Kentek Information Systems,19960417,-12.449,1212,77.8596,80.293
LanVision Systems,19960418,-90.65,1213,164.933,195.065
CardioThoracic Systems,19960418,-57.865,1214,332.375,410.852
Transition Systems,19960418,-31.818,1215,426.91,521.78
InVision Technologies,19960423,8.13,1216,65.3792,68.351
AXENT Technologies,19960423,-46.99,1217,199.58,267.295
Affinity Technology Group,19960425,-88.699,1218,514.874,811.92
i2 Technologies,19960425,54.997,1219,697.343,1385.97
Heartport,19960425,-83.9,1220,721.908,1203.18
SpectraLink,19960426,-62.34,1221,215.782,259.613
Infonautics,19960429,-51.63,1222,189.372,179.227
Polycom,19960429,171.96,1223,247.825,244.52
Sykes Enterprises,19960429,42.671,1224,319.156,629.446
Wiztec Solutions,19960430,133.33,1225,51.9349,68.1646
JPM,19960430,38.333,1226,64.3625,64.363
Physiometrix,19960430,-90.816,1227,87.073,96.968
Autonomous Technologies,19960501,72.727,1228,77.004,79.41
Biopsys Medical,19960501,43.71,1229,207.847,261.54
Sawtek,19960501,65.882,1230,368.053,601.63
Jakks Pacific,19960502,185,1231,35.5163,42.6196
Edify,19960502,-72.242,1232,343.801,773.553
Brooks Fiber Properties,19960502,114.577,1233,837.38,934.3
Whittman-Hart,19960503,342.857,1234,204.249,312.756
OpenVision Technologies,19960507,-25.813,1235,370.512,406.9
Nova,19960508,-19.957,1236,762.696,1169.13
General Surgical Innovations,19960510,-83.529,1237,280.915,407.327
Excel Communications,19960510,-13.191,1238,2295.15,4495.43
Legacy Software,19960514,-87.513,1239,20.8167,27.7557
Oacis Healthcare Holdings,19960516,-69.643,1240,142.686,199.76
Aksys,19960516,-75.476,1241,312.237,400.054
GeoScience,19960517,-69.88,1242,254.493,310.631
CardioGenesis,19960521,-49.09,1243,340.386,353.151
Open Market,19960522,-66.538,1244,722.323,1600.35
Aspect Development,19960524,-9.926,1245,335.053,569.59
Photran,19960529,-92.66,1246,62.0781,94.0138
Imagyn Medical,19960530,-58.82,1247,169.131,191.681
Urologix,19960530,-80.328,1248,182.231,198.502
Sunquest Information Systems,19960530,-26.673,1249,340.05,380.005
SS&C Technologies,19960531,-36.709,1250,328.379,341.342
Paravant Computer Systems,19960603,-32.143,1251,18.9088,48.709
Registry,19960605,-51.29,1252,247.996,423.051
ASE Test,19960605,394.675,1253,294.549,320.848
Verilink,19960610,-84.257,1254,299.414,430.408
McLeod,19960610,106.729,1255,1255.92,1578.06
Infoseek,19960611,217.857,1256,434.662,507.11
Cardiac Pathways,19960612,-95.365,1257,251.134,257.743
Farallon Communications,19960612,59.555,1258,253.075,266.994
PageMart Wireless,19960613,-56.097,1259,736.533,658.91
Unify,19960614,-4.386,1260,133.919,159.028
Visible Genetics,19960618,45.51,1261,114.17,114.17
Boston Communications Group,19960618,-23.98,1262,245.118,269.192
CardioVascular Dynamics,19960619,-75.644,1263,141.448,129.66
Aradigm,19960620,-13.462,1264,160.138,141.941
ANSYS,19960620,-20,1265,300.612,274.713
USCS International,19960620,95.175,1266,540.209,603.76
Borealis Technology,19960621,-91.122,1267,20.6271,33.519
Sabratek,19960621,84.44,1268,114.993,132.242
BroadVision,19960621,777.193,1269,199.49,203.195
Multicom Publishing,19960624,-94.72,1270,52.0176,52.0176
Integ,19960626,-82.5,1271,126.922,133.602
FactSet Research Systems,19960627,294.73,1272,230.929,271.682
Siebel Systems,19960627,678.901,1273,376.478,680.98
CheckPoint Software Tech,19960627,128.242,1274,652.823,1119.12
Teleport Communications Group,19960627,212.766,1275,3562.88,3925.85
Apache Medical Systems,19960628,-90.816,1276,117.577,120.026
Printware,19960701,-58.61,1277,41.4966,40.6667
Phoenix International Ltd.,19960701,-35.625,1278,65.5732,81.966
Channell Commercial,19960701,-23.683,1279,144.892,164.65
C/NET,19960701,986.861,1280,303.019,359.835
Printrak International,19960702,-14.063,1281,108.992,108.992
OneWave,19960702,-83.904,1282,337.996,380.246
IXC Communications,19960702,148.444,1283,702.162,702.16
Nuwave Technologies,19960703,-72.58,1284,37.9673,58.8492
Versant Object Technology,19960718,-60.547,1285,96.6258,96.626
Pegasystems,19960718,-24.79,1286,451.278,465.57
Claremont Technology Group,19960719,40,1287,155.27,174.731
Pacific Gateway Exchange,19960719,123.039,1288,332.828,360.564
Restrac,19960722,-0.238,1289,123.653,118.032
Object Design,19960723,-60,1290,263.385,282.198
Research Engineers,19960725,96.96,1291,40.6481,42.1928
Optika Imaging Systems,19960725,-11.7,1292,57.0685,47.5571
Ventana Medical Systems,19960726,75.9,1293,57.8528,60.0512
Calypte Biomedical,19960726,-78.125,1294,89.453,104.362
TV Filme,19960730,-96.023,1295,144.967,159.464
Cambridge Heart,19960802,-42.958,1296,131.921,130.162
SelfCare,19960805,-65.938,1297,19.3936,19.3936
SoloPoint,19960806,-94.926,1298,25.1333,26.3899
TriTeal,19960806,-90.26,1299,100.539,105.314
Raster Graphics,19960808,-88.194,1300,95.1541,107.048
Visigenic Software,19960808,-15.278,1301,130.158,156.19
Aware,19960809,177.966,1302,262.27,386.848
Telco Communications Group,19960809,152.402,1303,668.874,683.68
NetLive Communications,19960812,-86.416,1304,20.784,28.3418
HumaScan,19960812,-94.917,1305,66.0523,67.483
Ace*Comm,19960813,-49.81,1306,73.777,79.047
CONNECT,19960814,-92.387,1307,156.258,156.258
MIM,19960814,-83.48,1308,222.901,214.328
Interlink Computer Sciences,19960815,-30,1309,85.7169,85.717
CCC Information Srvcs Group,19960816,-32.54,1310,361.221,494.72
E*Trade Group,19960816,855.56,1311,440.101,471.54
Metro One Telecommunications,19960823,29.878,1312,126.204,152.187
CompuRAD,19960828,-16,1313,30.793,32.0761
Internatnl Network Services,19960918,185.671,1314,705.243,1355.39
Technology Modeling Assocs,19960920,-0.901,1315,128.819,149.001
Document Sciences,19960920,-84.615,1316,177.537,192.332
Tri-Point Medical,19960925,48.438,1317,138.607,138.607
Peerless Systems,19960925,13.415,1318,160.091,149.176
LCC International,19960925,-70.625,1319,322.034,402.543
Industri-Matematik,19960925,-71.37,1320,394.859,414.602
Xionics Document Technologies,19960926,-60,1321,175.74,210.595
Abacus Direct,19960926,516.84,1322,189.678,264.194
CellNet Data Systems,19960926,-71.359,1323,1155.6,1097.82
Univision Communications,19960926,429.786,1324,1357.4,1859.05
Nitinol Medical Technologies,19960927,-68.889,1325,145.66,148.971
Intelligroup,19960927,-51.157,1326,154.721,208.873
Lightbridge,19960927,70.97,1327,207.198,240.971
Orckit Communications,19960927,79.245,1328,322.504,400.711
Storm Technology,19960930,-90.916,1329,150.059,177.07
Advanced Fibre Communications,19960930,-1.331,1330,1044.08,1884.78
Medi-Ject,19961002,-92.39,1331,54.3206,51.8515
QuadraMed,19961010,-59.28,1332,97.093,98.145
Trusted Information Systems,19961010,23.91,1333,193.592,256.882
White Pine Software,19961011,-5.56,1334,115.865,115.865
Xomed Surgical Products,19961011,289.583,1335,205.56,220.243
Memco Software,19961015,-57.857,1336,321.128,342.537
TALX,19961016,-1.466,1337,67.2373,68.209
Digex,19961016,9.268,1338,153.06,178.532
Metro Networks,19961016,263.104,1339,353.648,453.11
Viatel,19961017,150.92,1340,382.881,382.881
Spatial Technology,19961018,-36.15,1341,48.3984,50.2376
Summit Design,19961018,-79.737,1342,180.432,225.636
Image Guided Technologies,19961021,-96.226,1343,20.4488,27.1152
ONTRACK Data International,19961021,-63.16,1344,164.327,198.561
CyberMedia,19961023,-54.37,1345,250.565,324.952
SmarTalk TeleServices,19961023,-87.02,1346,265.183,267.56
Uroquest Medical,19961024,-77.65,1347,101.123,101.123
Interntnl Telecommuncation,19961024,-12.29,1348,186.315,195.049
Javelin Systems,19961025,70.194,1349,21.062,21.062
Award Software International,19961025,2.34,1350,74.2433,74.243
Simulation Sciences,19961025,-8.43,1351,120.922,144.435
Infinity Financial Technology,19961025,20.741,1352,410.893,433.49
Aurum Software,19961029,-20.426,1353,253.896,466.217
Bitstream,19961030,-64.21,1354,49.4852,45.3615
Voxware,19961030,-90.909,1355,127.773,134.162
Allin Communications,19961101,-68,1356,110.886,115.543
Vitech America,19961101,-22.984,1357,152.896,156.718
SeaChange International,19961104,1.53,1358,275.054,343.818
Applied Imaging,19961107,-79.911,1359,68.1172,68.117
Information Management,19961107,60.28,1360,192.633,213.272
Primus Telecommunications,19961107,155.81,1361,266.205,272.543
IA,19961108,-45,1362,73.5132,84.295
SeaMED,19961118,14.824,1363,81.128,81.128
3Dlabs ,19961119,-64.22,1364,230.694,356.527
Geotel Communications,19961120,812.04,1365,223.893,251.88
Applied Intelligence Group,19961121,695.556,1366,19.4435,21.8934
Integrated Surgical Systems,19961121,-64.286,1367,23.8998,25.0947
Rogue Wave Software,19961121,-56.46,1368,130.462,160.359
Brilliant Digital Ent,19961122,-38.75,1369,51.336,50.1039
UOL Publishing,19961126,-76.47,1370,59.0621,57.9263
ViaSat,19961203,252.778,1371,96.6657,96.666
WebSecure,19961204,-72.05,1372,63.9418,117.893
Puma Technology,19961204,435.777,1373,161.318,205.977
Powerwave Technologies,19961206,470.833,1374,260.137,271.448
World Heart,19961212,84.62,1375,70.9435,69.241
Versatility,19961212,-88.172,1376,154.051,179.11
First Virtual Holdings,19961213,82.639,1377,129.277,129.277
Procom Technology,19961217,172.616,1378,141.174,158.899
Mastech,19961217,167.88,1379,462.024,527.63
Credit Management Solutions,19961218,-45.192,1380,118.237,133.659
Healthdesk(R)Corp,19970117,-48.3,1381,40.0668,44.0735
EarthLink Network ,19970121,616.27,1382,169.88,169.88
Eltek Ltd,19970122,-50,1383,31.0085,37.2102
SEEC ,19970122,-10.714,1384,46.2166,66.9344
Medialink Worldwide ,19970129,6.5,1385,62.8779,66.3711
Template Software ,19970129,-12.016,1386,93.492,94.252
Metro Information Services ,19970129,28.42,1387,327.731,399.422
Medical Manager Corp,19970130,303.37,1388,269.556,272.742
Crystal Systems Solutions Ltd,19970131,27.778,1389,103.8,155.7
NovAtel Inc(Alberta/Canada),19970203,-49.932,1390,79.6146,80.995
Yurie Systems ,19970205,131.405,1391,408.69,515.29
Digital Lightwave ,19970205,343.078,1392,426.51,453.17
CIENA Corp,19970207,118.412,1393,2960.6,4762.7
Qualix Group ,19970212,-56.76,1394,111.517,128.942
DAOU Systems ,19970212,-59.592,1395,139.109,144.982
Radiant Systems ,19970212,344.493,1396,148.809,186.09
Advanced Electronic Support,19970213,-66.379,1397,13.386,16.1748
SAC Technologies ,19970214,-66.341,1398,30.8826,39.2466
Judge Group ,19970214,-64.754,1399,135.345,137.691
TTR ,19970214,0,1400,163.291,262.432
Micro Therapeutics ,19970218,48.96,1401,54.4659,54.4659
Apex PC Solutions ,19970219,653.125,1402,151.465,151.465
Overland Data ,19970221,-27.473,1403,134.885,153.499
Deltek Systems ,19970225,20.374,1404,256.783,253.982
Complete Business Solutions,19970305,258.163,1405,146.15,149.195
Emcore Corp,19970306,1267.27,1406,68.4333,78.394
Storage Dimensions ,19970311,-62.79,1407,75.9249,75.925
Total Control Products ,19970311,34.848,1408,84.7451,87.393
NeoMagic Corp,19970313,-62.8,1409,387.498,468.227
Fieldworks ,19970319,-59.45,1410,74.0461,68.35
Endocardial Solutions ,19970319,11.806,1411,109.102,109.102
IAT Multimedia ,19970326,-76.5,1412,77.6424,113.229
Objective Communication ,19970403,-92.582,1413,33.2035,39.2406
e-NET ,19970407,64.1,1414,39.79,40.8245
Peregrine Systems ,19970408,1386.41,1415,190.166,190.166
BEA Systems ,19970410,2562.2,1416,443.641,462.13
AccelGraphics ,19970411,-40.13,1417,98.477,103.948
Take-Two Interactive Software,19970414,63.83,1418,52.6404,61.9052
ONSALE ,19970417,-22.34,1419,138.536,135.765
Go2Net ,19970423,1996.2,1420,47.1446,58.2236
Bionx Implants ,19970425,-71.429,1421,125.091,125.091
International CompuTex ,19970429,-1.686,1422,42.731,43.3157
HomeCom Communications ,19970506,-69.81,1423,24.5466,26.5922
Augment Systems ,19970512,-94.04,1424,35.8754,34.049
Rambus ,19970513,526.788,1425,356.308,898.19
LHS Group ,19970515,281.045,1426,518.059,623.29
Amazon.com ,19970515,2762.77,1427,594.375,775.99
MER Telemanagement Solutions,19970521,-22.581,1428,43.7538,56.5153
NetSpeak Corp,19970529,4.11,1429,117.455,122.556
RF Micro Devices ,19970603,3224.08,1430,246.363,314.318
Melita International Corp,19970604,-41.553,1431,202.659,224.141
Cardima ,19970605,-82.806,1432,78.25,78.25
PSW Technologies ,19970605,44.565,1433,104.581,133.631
Iridium World Communications,19970609,-86.215,1434,4241.11,4718.23
Compu-Dawn ,19970610,166.679,1435,17.1824,20.6188
HTE ,19970610,-69.88,1436,111.348,107.603
JetFax ,19970610,-77.311,1437,119.544,112.073
OptiSystems Solutions Ltd,19970612,51.96,1438,62.28,52.9795
Star Telecommunications ,19970612,-55.16,1439,194.015,258.686
SysComm International Corp,19970617,-72.619,1440,32.3233,33.9395
Genesys Telecommun Labs,19970617,89.09,1441,479.008,731.82
Simulations Plus ,19970618,-63.636,1442,23.182,25.5002
New Era of Networks ,19970618,323.729,1443,143.493,176.377
Aris Corp,19970618,-82.353,1444,195.642,249.509
Laser Power Corp,19970619,-23.077,1445,43.4036,44.903
RWD Technologies ,19970619,-79.45,1446,248.29,348.56
Great Plains Software ,19970619,-37.077,1447,286.278,579.354
3Dfx Interactive ,19970625,-44.348,1448,183.997,240.535
Robocom Systems ,19970626,-65.487,1449,31.1981,33.886
Advanced Communication Systems,19970627,168.25,1450,58.7923,61.7711
SpectRx ,19970701,50,1451,73.3188,73.319
TSI International Software Ltd,19970701,1164.66,1452,112.677,137.716
8x8 ,19970702,68.421,1453,134.364,147.387
Vista Medical Technologies ,19970702,-88.683,1454,159.412,168.268
Peritus Software Services ,19970702,-96.846,1455,282.978,473.104
Axiom ,19970708,-81.77,1456,100.927,100.927
Telegroup ,19970709,-97.802,1457,418.134,475.84
InfoCure Corp,19970710,128.571,1458,42.3075,42.3075
At Home Corp,19970711,107.353,1459,1707.82,2765.03
RIT Technologies Ltd,19970722,65.909,1460,91.953,94.826
Galileo Technology ,19970728,38.16,1461,462.113,717.09
Corsair Communications ,19970729,-9.28,1462,270.129,362.513
Information Management Assocs,19970730,-67.59,1463,165.454,171.818
Concentric Network Corp,19970801,567.83,1464,222.082,266.036
Hall Kinion & Associates ,19970804,122.693,1465,184.079,234.762
Pegasus Systems ,19970806,23.11,1466,169.665,239.88
QAD ,19970806,-86.46,1467,586.968,880.45
GlobeComm Systems ,19970807,-1.751,1468,119.218,143.061
A Consulting Team ,19970808,-43.434,1469,88.8528,91.666
Omtool Ltd(ASA International),19970808,-90.937,1470,142.347,158.164
Innova Corp,19970808,-85.36,1471,218.405,315.007
Fine.com Corp,19970811,-38.936,1472,19.9261,21.4589
Computer Motion ,19970811,-43.05,1473,137.841,140.302
Syntel ,19970812,9.72,1474,380.6,467.1
Aehr Test Systems ,19970814,-53.485,1475,107.886,132.609
Positron Fiber Systems Corp,19970818,20.787,1476,202.099,204.487
